"SYSTEM", "1", "SYSTEM", "System Start", " "
"main", "120", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, w5=Qns4.Writer:5"
"main", "121", "SYSTEM", "Line Step", " <source unavailable>"
"main", "122", "SYSTEM", "Type Load", " class=Qns4.Reader"
"main", "123", "SYSTEM", "New Object", " object=Qns4.Reader:1"
"main", "124", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Reader:1#Qns4.Reader:1"
"main", "125", "SYSTEM", "Method Entered", " "
"main", "126", "SYSTEM", "Variable Write", " context=Qns4.Reader:1#Qns4.Reader:1, d=Qns4.Database:1"
"main", "127", "SYSTEM", "Line Step", " <source unavailable>"
"main", "128", "SYSTEM", "Line Step", " <source unavailable>"
"main", "129", "SYSTEM", "Field Write", " context=Qns4.Reader:1, d=Qns4.Database:1"
"main", "130", "SYSTEM", "Line Step", " <source unavailable>"
"main", "131", "SYSTEM", "Method Exit", " returner=Qns4.Reader:1#Qns4.Reader:1, value=<void>"
"main", "132", "SYSTEM", "Method Returned", " "
"main", "133", "SYSTEM", "Line Step", " <source unavailable>"
"main", "134", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, r1=Qns4.Reader:1"
"main", "135", "SYSTEM", "Line Step", " <source unavailable>"
"main", "136", "SYSTEM", "New Object", " object=Qns4.Reader:2"
"main", "137", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Reader:2#Qns4.Reader:2"
"main", "138", "SYSTEM", "Method Entered", " "
"main", "139", "SYSTEM", "Variable Write", " context=Qns4.Reader:2#Qns4.Reader:2, d=Qns4.Database:1"
"main", "140", "SYSTEM", "Line Step", " <source unavailable>"
"main", "141", "SYSTEM", "Line Step", " <source unavailable>"
"main", "142", "SYSTEM", "Field Write", " context=Qns4.Reader:2, d=Qns4.Database:1"
"main", "143", "SYSTEM", "Line Step", " <source unavailable>"
"main", "144", "SYSTEM", "Method Exit", " returner=Qns4.Reader:2#Qns4.Reader:2, value=<void>"
"main", "145", "SYSTEM", "Method Returned", " "
"main", "146", "SYSTEM", "Line Step", " <source unavailable>"
"main", "147", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, r2=Qns4.Reader:2"
"main", "148", "SYSTEM", "Line Step", " <source unavailable>"
"main", "149", "SYSTEM", "New Object", " object=Qns4.Reader:3"
"main", "150", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Reader:3#Qns4.Reader:3"
"main", "151", "SYSTEM", "Method Entered", " "
"main", "152", "SYSTEM", "Variable Write", " context=Qns4.Reader:3#Qns4.Reader:3, d=Qns4.Database:1"
"main", "153", "SYSTEM", "Line Step", " <source unavailable>"
"main", "154", "SYSTEM", "Line Step", " <source unavailable>"
"main", "155", "SYSTEM", "Field Write", " context=Qns4.Reader:3, d=Qns4.Database:1"
"main", "156", "SYSTEM", "Line Step", " <source unavailable>"
"main", "157", "SYSTEM", "Method Exit", " returner=Qns4.Reader:3#Qns4.Reader:3, value=<void>"
"main", "158", "SYSTEM", "Method Returned", " "
"main", "159", "SYSTEM", "Line Step", " <source unavailable>"
"main", "160", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, r3=Qns4.Reader:3"
"main", "161", "SYSTEM", "Line Step", " <source unavailable>"
"main", "162", "SYSTEM", "New Object", " object=Qns4.Reader:4"
"main", "163", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Reader:4#Qns4.Reader:4"
"main", "164", "SYSTEM", "Method Entered", " "
"main", "165", "SYSTEM", "Variable Write", " context=Qns4.Reader:4#Qns4.Reader:4, d=Qns4.Database:1"
"main", "166", "SYSTEM", "Line Step", " <source unavailable>"
"main", "167", "SYSTEM", "Line Step", " <source unavailable>"
"main", "168", "SYSTEM", "Field Write", " context=Qns4.Reader:4, d=Qns4.Database:1"
"main", "169", "SYSTEM", "Line Step", " <source unavailable>"
"main", "170", "SYSTEM", "Method Exit", " returner=Qns4.Reader:4#Qns4.Reader:4, value=<void>"
"main", "171", "SYSTEM", "Method Returned", " "
"main", "172", "SYSTEM", "Line Step", " <source unavailable>"
"main", "173", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, r4=Qns4.Reader:4"
"main", "174", "SYSTEM", "Line Step", " <source unavailable>"
"main", "175", "SYSTEM", "New Object", " object=Qns4.Reader:5"
"main", "176", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Reader:5#Qns4.Reader:5"
"main", "177", "SYSTEM", "Method Entered", " "
"main", "178", "SYSTEM", "Variable Write", " context=Qns4.Reader:5#Qns4.Reader:5, d=Qns4.Database:1"
"main", "179", "SYSTEM", "Line Step", " <source unavailable>"
"main", "180", "SYSTEM", "Line Step", " <source unavailable>"
"main", "181", "SYSTEM", "Field Write", " context=Qns4.Reader:5, d=Qns4.Database:1"
"main", "182", "SYSTEM", "Line Step", " <source unavailable>"
"main", "183", "SYSTEM", "Method Exit", " returner=Qns4.Reader:5#Qns4.Reader:5, value=<void>"
"main", "184", "SYSTEM", "Method Returned", " "
"main", "185", "SYSTEM", "Line Step", " <source unavailable>"
"main", "186", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, r5=Qns4.Reader:5"
"main", "187", "SYSTEM", "Line Step", " <source unavailable>"
"main", "188", "SYSTEM", "New Object", " object=Qns4.Reader:6"
"main", "189", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Reader:6#Qns4.Reader:6"
"main", "190", "SYSTEM", "Method Entered", " "
"main", "191", "SYSTEM", "Variable Write", " context=Qns4.Reader:6#Qns4.Reader:6, d=Qns4.Database:1"
"main", "192", "SYSTEM", "Line Step", " <source unavailable>"
"main", "193", "SYSTEM", "Line Step", " <source unavailable>"
"main", "194", "SYSTEM", "Field Write", " context=Qns4.Reader:6, d=Qns4.Database:1"
"main", "195", "SYSTEM", "Line Step", " <source unavailable>"
"main", "196", "SYSTEM", "Method Exit", " returner=Qns4.Reader:6#Qns4.Reader:6, value=<void>"
"main", "197", "SYSTEM", "Method Returned", " "
"main", "198", "SYSTEM", "Line Step", " <source unavailable>"
"main", "199", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, r6=Qns4.Reader:6"
"main", "200", "SYSTEM", "Line Step", " <source unavailable>"
"main", "201", "SYSTEM", "New Object", " object=Qns4.Reader:7"
"main", "202", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Reader:7#Qns4.Reader:7"
"main", "203", "SYSTEM", "Method Entered", " "
"main", "204", "SYSTEM", "Variable Write", " context=Qns4.Reader:7#Qns4.Reader:7, d=Qns4.Database:1"
"main", "205", "SYSTEM", "Line Step", " <source unavailable>"
"main", "206", "SYSTEM", "Line Step", " <source unavailable>"
"main", "207", "SYSTEM", "Field Write", " context=Qns4.Reader:7, d=Qns4.Database:1"
"main", "208", "SYSTEM", "Line Step", " <source unavailable>"
"main", "209", "SYSTEM", "Method Exit", " returner=Qns4.Reader:7#Qns4.Reader:7, value=<void>"
"main", "210", "SYSTEM", "Method Returned", " "
"main", "211", "SYSTEM", "Line Step", " <source unavailable>"
"main", "212", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, r7=Qns4.Reader:7"
"main", "213", "SYSTEM", "Line Step", " <source unavailable>"
"main", "214", "SYSTEM", "New Object", " object=Qns4.Reader:8"
"main", "215", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Reader:8#Qns4.Reader:8"
"main", "216", "SYSTEM", "Method Entered", " "
"main", "217", "SYSTEM", "Variable Write", " context=Qns4.Reader:8#Qns4.Reader:8, d=Qns4.Database:1"
"main", "218", "SYSTEM", "Line Step", " <source unavailable>"
"main", "219", "SYSTEM", "Line Step", " <source unavailable>"
"main", "220", "SYSTEM", "Field Write", " context=Qns4.Reader:8, d=Qns4.Database:1"
"main", "221", "SYSTEM", "Line Step", " <source unavailable>"
"main", "222", "SYSTEM", "Method Exit", " returner=Qns4.Reader:8#Qns4.Reader:8, value=<void>"
"main", "223", "SYSTEM", "Method Returned", " "
"main", "224", "SYSTEM", "Line Step", " <source unavailable>"
"main", "225", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, r8=Qns4.Reader:8"
"main", "226", "SYSTEM", "Line Step", " <source unavailable>"
"main", "227", "SYSTEM", "New Object", " object=Qns4.Reader:9"
"main", "228", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Reader:9#Qns4.Reader:9"
"main", "229", "SYSTEM", "Method Entered", " "
"main", "230", "SYSTEM", "Variable Write", " context=Qns4.Reader:9#Qns4.Reader:9, d=Qns4.Database:1"
"main", "231", "SYSTEM", "Line Step", " <source unavailable>"
"main", "232", "SYSTEM", "Line Step", " <source unavailable>"
"main", "233", "SYSTEM", "Field Write", " context=Qns4.Reader:9, d=Qns4.Database:1"
"main", "234", "SYSTEM", "Line Step", " <source unavailable>"
"main", "235", "SYSTEM", "Method Exit", " returner=Qns4.Reader:9#Qns4.Reader:9, value=<void>"
"main", "236", "SYSTEM", "Method Returned", " "
"main", "237", "SYSTEM", "Line Step", " <source unavailable>"
"main", "238", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, r9=Qns4.Reader:9"
"main", "239", "SYSTEM", "Line Step", " <source unavailable>"
"main", "240", "SYSTEM", "New Object", " object=Qns4.Reader:10"
"main", "241", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Reader:10#Qns4.Reader:10"
"main", "242", "SYSTEM", "Method Entered", " "
"main", "243", "SYSTEM", "Variable Write", " context=Qns4.Reader:10#Qns4.Reader:10, d=Qns4.Database:1"
"main", "244", "SYSTEM", "Line Step", " <source unavailable>"
"main", "245", "SYSTEM", "Line Step", " <source unavailable>"
"main", "246", "SYSTEM", "Field Write", " context=Qns4.Reader:10, d=Qns4.Database:1"
"main", "247", "SYSTEM", "Line Step", " <source unavailable>"
"main", "248", "SYSTEM", "Method Exit", " returner=Qns4.Reader:10#Qns4.Reader:10, value=<void>"
"main", "249", "SYSTEM", "Method Returned", " "
"main", "250", "SYSTEM", "Line Step", " <source unavailable>"
"main", "251", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, r10=Qns4.Reader:10"
"main", "252", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "253", "SYSTEM", "Thread Start", " Thread-0 (33)"
"Thread-0", "254", "SYSTEM", "Method Call", " caller=SYSTEM, target=Qns4.Writer:1#run:1"
"Thread-0", "255", "SYSTEM", "Method Entered", " "
"Thread-0", "256", "SYSTEM", "Variable Write", " context=Qns4.Writer:1#run:1, i=0"
"Thread-0", "257", "SYSTEM", "Line Step", " <source unavailable>"
"main", "258", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "259", "SYSTEM", "Thread Start", " Thread-5 (40)"
"Thread-5", "260", "SYSTEM", "Method Call", " caller=SYSTEM, target=Qns4.Reader:1#run:1"
"Thread-5", "261", "SYSTEM", "Method Entered", " "
"Thread-5", "262", "SYSTEM", "Variable Write", " context=Qns4.Reader:1#run:1, i=0"
"Thread-5", "263", "SYSTEM", "Line Step", " <source unavailable>"
"main", "264", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-6", "265", "SYSTEM", "Thread Start", " Thread-6 (41)"
"Thread-6", "266", "SYSTEM", "Method Call", " caller=SYSTEM, target=Qns4.Reader:2#run:2"
"Thread-6", "267", "SYSTEM", "Method Entered", " "
"Thread-6", "268", "SYSTEM", "Variable Write", " context=Qns4.Reader:2#run:2, i=0"
"Thread-6", "269", "SYSTEM", "Line Step", " <source unavailable>"
"main", "270", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "271", "SYSTEM", "Thread Start", " Thread-1 (34)"
"Thread-1", "272", "SYSTEM", "Method Call", " caller=SYSTEM, target=Qns4.Writer:2#run:2"
"Thread-1", "273", "SYSTEM", "Method Entered", " "
"Thread-1", "274", "SYSTEM", "Variable Write", " context=Qns4.Writer:2#run:2, i=0"
"Thread-1", "275", "SYSTEM", "Line Step", " <source unavailable>"
"main", "276", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-7", "277", "SYSTEM", "Thread Start", " Thread-7 (42)"
"Thread-7", "278", "SYSTEM", "Method Call", " caller=SYSTEM, target=Qns4.Reader:3#run:3"
"Thread-7", "279", "SYSTEM", "Method Entered", " "
"Thread-7", "280", "SYSTEM", "Variable Write", " context=Qns4.Reader:3#run:3, i=0"
"Thread-7", "281", "SYSTEM", "Line Step", " <source unavailable>"
"main", "282", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-8", "283", "SYSTEM", "Thread Start", " Thread-8 (43)"
"Thread-8", "284", "SYSTEM", "Method Call", " caller=SYSTEM, target=Qns4.Reader:4#run:4"
"Thread-8", "285", "SYSTEM", "Method Entered", " "
"Thread-8", "286", "SYSTEM", "Variable Write", " context=Qns4.Reader:4#run:4, i=0"
"Thread-8", "287", "SYSTEM", "Line Step", " <source unavailable>"
"main", "288", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "289", "SYSTEM", "Thread Start", " Thread-2 (35)"
"Thread-2", "290", "SYSTEM", "Method Call", " caller=SYSTEM, target=Qns4.Writer:3#run:3"
"Thread-2", "291", "SYSTEM", "Method Entered", " "
"Thread-2", "292", "SYSTEM", "Variable Write", " context=Qns4.Writer:3#run:3, i=0"
"Thread-2", "293", "SYSTEM", "Line Step", " <source unavailable>"
"main", "294", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-9", "295", "SYSTEM", "Thread Start", " Thread-9 (44)"
"Thread-9", "296", "SYSTEM", "Method Call", " caller=SYSTEM, target=Qns4.Reader:5#run:5"
"Thread-9", "297", "SYSTEM", "Method Entered", " "
"Thread-9", "298", "SYSTEM", "Variable Write", " context=Qns4.Reader:5#run:5, i=0"
"Thread-9", "299", "SYSTEM", "Line Step", " <source unavailable>"
"main", "300", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-10", "301", "SYSTEM", "Thread Start", " Thread-10 (45)"
"Thread-10", "302", "SYSTEM", "Method Call", " caller=SYSTEM, target=Qns4.Reader:6#run:6"
"Thread-10", "303", "SYSTEM", "Method Entered", " "
"Thread-10", "304", "SYSTEM", "Variable Write", " context=Qns4.Reader:6#run:6, i=0"
"Thread-10", "305", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "306", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "307", "SYSTEM", "Field Read", " context=Qns4.Writer:2, d"
"main", "308", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "309", "SYSTEM", "Method Call", " caller=Qns4.Writer:2#run:2, target=Qns4.Database:1#request_write:1"
"Thread-1", "310", "SYSTEM", "Method Entered", " "
"Thread-3", "311", "SYSTEM", "Thread Start", " Thread-3 (36)"
"Thread-3", "312", "SYSTEM", "Method Call", " caller=SYSTEM, target=Qns4.Writer:4#run:4"
"Thread-3", "313", "SYSTEM", "Method Entered", " "
"Thread-1", "314", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "315", "SYSTEM", "Field Read", " context=Qns4.Database:1, s1"
"Thread-3", "316", "SYSTEM", "Variable Write", " context=Qns4.Writer:4#run:4, i=0"
"Thread-3", "317", "SYSTEM", "Line Step", " <source unavailable>"
"main", "318", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "319", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "320", "SYSTEM", "Field Read", " context=Qns4.Database:1, ww"
"Thread-11", "321", "SYSTEM", "Thread Start", " Thread-11 (46)"
"Thread-11", "322", "SYSTEM", "Method Call", " caller=SYSTEM, target=Qns4.Reader:7#run:7"
"Thread-11", "323", "SYSTEM", "Method Entered", " "
"Thread-1", "324", "SYSTEM", "Field Write", " context=Qns4.Database:1, ww=1"
"Thread-11", "325", "SYSTEM", "Variable Write", " context=Qns4.Reader:7#run:7, i=0"
"Thread-11", "326", "SYSTEM", "Line Step", " <source unavailable>"
"main", "327", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "328", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "329", "SYSTEM", "Field Read", " context=Qns4.Database:1, r"
"Thread-12", "330", "SYSTEM", "Thread Start", " Thread-12 (47)"
"Thread-12", "331", "SYSTEM", "Method Call", " caller=SYSTEM, target=Qns4.Reader:8#run:8"
"Thread-12", "332", "SYSTEM", "Method Entered", " "
"Thread-5", "333", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "334", "SYSTEM", "Field Read", " context=Qns4.Reader:1, d"
"Thread-1", "335", "SYSTEM", "Field Read", " context=Qns4.Database:1, w"
"Thread-12", "336", "SYSTEM", "Variable Write", " context=Qns4.Reader:8#run:8, i=0"
"Thread-12", "337", "SYSTEM", "Line Step", " <source unavailable>"
"main", "338", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "339", "SYSTEM", "Method Call", " caller=Qns4.Reader:1#run:1, target=Qns4.Database:1#request_read:1"
"Thread-5", "340", "SYSTEM", "Method Entered", " "
"Thread-1", "341", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-5", "342", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "343", "SYSTEM", "Field Write", " context=Qns4.Database:1, w=1"
"Thread-5", "344", "SYSTEM", "Field Read", " context=Qns4.Database:1, s1"
"Thread-4", "345", "SYSTEM", "Thread Start", " Thread-4 (37)"
"Thread-4", "346", "SYSTEM", "Method Call", " caller=SYSTEM, target=Qns4.Writer:5#run:5"
"Thread-4", "347", "SYSTEM", "Method Entered", " "
"Thread-0", "348", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "349", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "350", "SYSTEM", "Variable Write", " context=Qns4.Writer:5#run:5, i=0"
"Thread-4", "351", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "352", "SYSTEM", "Field Read", " context=Qns4.Database:1, ww"
"Thread-0", "353", "SYSTEM", "Field Read", " context=Qns4.Writer:1, d"
"Thread-1", "354", "SYSTEM", "Field Write", " context=Qns4.Database:1, ww=0"
"main", "355", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "356", "SYSTEM", "Method Call", " caller=Qns4.Writer:1#run:1, target=Qns4.Database:1#request_write:2"
"Thread-0", "357", "SYSTEM", "Method Entered", " "
"Thread-1", "358", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "359", "SYSTEM", "Line Step", " <source unavailable>"
